"","player_name","player_age","player_pos","team_name","minutes_played","contract_until","league"
"1044","Marcin Cebula",28,"Attacking Midfield","Slask Wroclaw",480,"30.06.2026","PKO BP Ekstraklasa"
"1045","Marcin Czernis",20,"Central Midfield","Olimpia Elblag",140,"30.06.2024","Betclic 2 Liga"
"1046","Marcin Grabowski",24,"Left-Back","Gornik Leczna",31,"30.06.2025","Betclic 1 Liga"
"1047","Marcin Kaczor",19,"Centre-Back","Stal Rzeszow",0,"30.06.2025","Betclic 1 Liga"
"1048","Marcin Kluska",28,"Attacking Midfield","Polonia Warsaw",78,"30.06.2025","Betclic 1 Liga"
"1049","Marcin Kozina",23,"Right Winger","Chojniczanka Chojnice",228,"30.06.2025","Betclic 2 Liga"
"1050","Marcin Listkowski",26,"Left Winger","Jagiellonia Bialystok",35,"-","PKO BP Ekstraklasa"
"1051","Marcin Miechowka",19,"Midfield","Hutnik Krakow",0,"-","Betclic 2 Liga"
"1052","Marcin Stromecki",30,"Centre-Back","Wisla Pulawy",347,"30.06.2025","Betclic 2 Liga"
"1053","Marcin Szpakowski",22,"Defensive Midfield","GKS Tychy",239,"30.06.2026","Betclic 1 Liga"
"1054","Marcin Urynowicz",28,"Defensive Midfield","Resovia Rzeszow",630,"30.06.2025","Betclic 2 Liga"
"1055","Marcin Wasielewski",30,"Right Midfield","GKS Katowice",510,"30.06.2025","PKO BP Ekstraklasa"
"1056","Marcin Wieckowski",20,"Centre-Back","Wisla Plock",0,"30.06.2026","Betclic 1 Liga"
"1057","Marco Burch",23,"Centre-Back","Legia Warszawa",0,"30.06.2026","PKO BP Ekstraklasa"
"1058","Marco Ehmann",24,"Centre-Back","Stal Mielec",0,"30.06.2025","PKO BP Ekstraklasa"
"1059","Marco Wollny",19,"Right-Back","Odra Opole",0,"30.06.2025","Betclic 1 Liga"
"1060","Marcus Godinho",27,"Left-Back","Korona Kielce",0,"30.06.2025","PKO BP Ekstraklasa"
"1061","Marcus Haglind-Sangré",29,"Centre-Back","Wisla Plock",506,"30.06.2025","Betclic 1 Liga"
"1062","Marek Bartos",27,"Centre-Back","Motor Lublin",234,"30.06.2026","PKO BP Ekstraklasa"
"1063","Marek Hanousek",33,"Defensive Midfield","Widzew Lodz",596,"30.06.2026","PKO BP Ekstraklasa"
"1064","Marek Koziol",36,"Goalkeeper","Kotwica Kolobrzeg",720,"30.06.2025","Betclic 1 Liga"
"1065","Marek Mroz",25,"Attacking Midfield","Zaglebie Lubin",501,"30.06.2026","PKO BP Ekstraklasa"
"1066","Mariusz Fornalczyk",21,"Left Winger","Korona Kielce",325,"30.06.2026","PKO BP Ekstraklasa"
"1067","Mariusz Kutwa",20,"Defensive Midfield","Wisla Kraków",426,"30.06.2026","Betclic 1 Liga"
"1068","Mariusz Malec",29,"Centre-Back","Pogon Szczecin",270,"30.06.2025","PKO BP Ekstraklasa"
"1069","Marko Dijakovic",22,"Centre-Back","GKS Tychy",360,"30.06.2025","Betclic 1 Liga"
"1070","Marko Roginic",28,"Centre-Forward","Gornik Leczna",367,"30.06.2025","Betclic 1 Liga"
"1071","Märten Kuusk",28,"Centre-Back","GKS Katowice",383,"30.06.2025","PKO BP Ekstraklasa"
"1072","Martin Dobrotka",39,"Centre-Back","Arka Gdynia",173,"30.06.2025","Betclic 1 Liga"
"1073","Martin Frankowski",19,"Defender","Zaglebie Lubin II",230,"-","Betclic 2 Liga"
"1074","Martin Konczkowski",30,"Right Midfield","Ruch Chorzow",704,"30.06.2026","Betclic 1 Liga"
"1075","Martin Remacle",27,"Defensive Midfield","Korona Kielce",474,"30.06.2026","PKO BP Ekstraklasa"
"1076","Martin Turk",21,"Goalkeeper","Ruch Chorzow",360,"30.06.2027","Betclic 1 Liga"
"1077","Marvin Senger",24,"Centre-Back","Stal Mielec",526,"30.06.2026","PKO BP Ekstraklasa"
"1078","Matej Mrsic",30,"Left Midfield","Podbeskidzie Bielsko-Biala",431,"30.06.2025","Betclic 2 Liga"
"1079","Matej Rodin",28,"Centre-Back","Raków Częstochowa",286,"30.06.2025","PKO BP Ekstraklasa"
"1080","Mateusz Abramowicz",31,"Goalkeeper","Miedz Legnica",0,"30.06.2025","Betclic 1 Liga"
"1081","Mateusz Andruszko",18,"Central Midfield","KKS 1925 Kalisz",428,"30.06.2025","Betclic 2 Liga"
"1082","Mateusz Bak",21,"Left Winger","Pogon Szczecin",0,"30.06.2026","PKO BP Ekstraklasa"
"1083","Mateusz Bakowicz",23,"Right-Back","Chojniczanka Chojnice",242,"-","Betclic 2 Liga"
"1084","Mateusz Bartolewski",26,"Left-Back","Slask Wroclaw",45,"30.06.2025","PKO BP Ekstraklasa"
"1085","Mateusz Bochnak",26,"Right Midfield","Cracovia",47,"30.06.2025","PKO BP Ekstraklasa"
"1086","Mateusz Bondarenko",25,"Centre-Back","Resovia Rzeszow",270,"30.06.2025","Betclic 2 Liga"
"1087","Mateusz Broda",24,"Centre-Back","Gornik Leczna",630,"30.06.2025","Betclic 1 Liga"
"1088","Mateusz Chmarek",20,"Attacking Midfield","Ruch Chorzow",128,"30.06.2026","Betclic 1 Liga"
"1089","Mateusz Cholewiak",34,"Left Winger","Puszcza Niepolomice",416,"30.06.2025","PKO BP Ekstraklasa"
"1090","Mateusz Cichocki",32,"Centre-Back","Radomiak Radom",360,"31.12.2024","PKO BP Ekstraklasa"
"1091","Mateusz Cichocki",18,"Left Midfield","Warta Poznan",0,"30.06.2026","Betclic 1 Liga"
"1092","Mateusz Czyzycki",26,"Left Winger","Korona Kielce",0,"30.06.2025","PKO BP Ekstraklasa"
"1093","Mateusz Duda",23,"Defensive Midfield","Zaglebie Sosnowiec",210,"30.06.2025","Betclic 2 Liga"
"1094","Mateusz Dudek",21,"Goalkeeper","Stal Mielec",0,"30.06.2025","PKO BP Ekstraklasa"
"1095","Mateusz Dziewiatowski",17,"Defensive Midfield","Zaglebie Lubin II",502,"30.06.2027","Betclic 2 Liga"
"1097","Mateusz Dziewiatowski",17,"Defensive Midfield","Zaglebie Lubin",0,"30.06.2027","PKO BP Ekstraklasa"
"1099","Mateusz Gawlik",33,"Centre-Back","KKS 1925 Kalisz",700,"30.06.2025","Betclic 2 Liga"
"1100","Mateusz Golba",21,"Centre-Forward","Gornik Leczna",0,"-","Betclic 1 Liga"
"1101","Mateusz Gorski",24,"Goalkeeper","GKS Tychy",0,"30.06.2026","Betclic 1 Liga"
"1102","Mateusz Grudzinski",24,"Centre-Back","Miedz Legnica",405,"30.06.2026","Betclic 1 Liga"
"1103","Mateusz Grzybek",28,"Right-Back","Zaglebie Lubin",536,"30.06.2026","PKO BP Ekstraklasa"
"1104","Mateusz Holownia",26,"Centre-Back","GKS Tychy",339,"30.06.2025","Betclic 1 Liga"
"1105","Mateusz Jelen",17,"Goalkeeper","Górnik Zabrze",0,"-","PKO BP Ekstraklasa"
"1106","Mateusz Kabala",18,"Goalkeeper","Zaglebie Sosnowiec",0,"30.06.2027","Betclic 2 Liga"
"1107","Mateusz Kaczmarek",21,"Left Winger","Skra Czestochowa",319,"30.06.2025","Betclic 2 Liga"
"1108","Mateusz Kaminski",36,"Centre-Back","Odra Opole",65,"30.06.2025","Betclic 1 Liga"
"1109","Mateusz Karol",20,"Centre-Forward","Znicz Pruszkow",42,"-","Betclic 1 Liga"
"1110","Mateusz Kizyma",22,"Defensive Midfield","Podbeskidzie Bielsko-Biala",220,"30.06.2026","Betclic 2 Liga"
"1111","Mateusz Klichowicz",32,"Left Winger","Rekord Bielsko-Biala",385,"30.06.2026","Betclic 2 Liga"
"1112","Mateusz Kochalski",24,"Goalkeeper","Stal Mielec",360,"30.06.2027","PKO BP Ekstraklasa"
"1113","Mateusz Kos",37,"Goalkeeper","Zaglebie Sosnowiec",90,"30.06.2025","Betclic 2 Liga"
"1114","Mateusz Kowalczyk",20,"Defensive Midfield","GKS Katowice",408,"30.06.2025","PKO BP Ekstraklasa"
"1115","Mateusz Ksiazek",17,"Defender","LKS Lodz II",293,"30.06.2025","Betclic 2 Liga"
"1116","Mateusz Kuchta",28,"Goalkeeper","Polonia Warsaw",720,"30.06.2025","Betclic 1 Liga"
"1117","Mateusz Kupczak",32,"Defensive Midfield","LKS Lodz",630,"30.06.2026","Betclic 1 Liga"
"1118","Mateusz Kuzimski",33,"Centre-Forward","Olimpia Elblag",553,"-","Betclic 2 Liga"
"1119","Mateusz Lechowicz",18,"Centre-Back","Warta Poznan",0,"-","Betclic 1 Liga"
"1120","Mateusz Lewandowski",25,"Centre-Forward","Wisla Plock",95,"30.06.2025","Betclic 1 Liga"
"1121","Mateusz Lipp",20,"Centre-Back","Zaglebie Lubin II",249,"-","Betclic 2 Liga"
"1122","Mateusz Mackowiak",23,"Left Midfield","Warta Poznan",0,"30.06.2025","Betclic 1 Liga"
"1123","Mateusz Madzia",25,"Defender","Rekord Bielsko-Biala",0,"-","Betclic 2 Liga"
"1124","Mateusz Majewski",32,"Centre-Forward","Pogon Siedlce",220,"30.06.2025","Betclic 1 Liga"
"1125","Mateusz Mak",32,"Attacking Midfield","GKS Katowice",6,"30.06.2025","PKO BP Ekstraklasa"
"1126","Mateusz Marczak",19,"Midfield","LKS Lodz II",0,"30.06.2025","Betclic 2 Liga"
"1127","Mateusz Marzec",30,"Attacking Midfield","GKS Katowice",107,"30.06.2025","PKO BP Ekstraklasa"
"1128","Mateusz Matras",33,"Centre-Back","Stal Mielec",630,"30.06.2026","PKO BP Ekstraklasa"
"1129","Mateusz Meyer",18,"Centre-Back","Chojniczanka Chojnice",0,"30.06.2026","Betclic 2 Liga"
"1130","Mateusz Michalski",33,"Attacking Midfield","Polonia Warsaw",0,"30.06.2025","Betclic 1 Liga"
"1131","Mateusz Mlynski",23,"Right Winger","Wisla Kraków",127,"30.06.2025","Betclic 1 Liga"
"1132","Mateusz Ozimek",24,"Attacking Midfield","Chrobry Glogow",285,"30.06.2025","Betclic 1 Liga"
"1133","Mateusz Pankowski",25,"Centre-Back","Rekord Bielsko-Biala",576,"30.06.2025","Betclic 2 Liga"
"1134","Mateusz Pruchniewski",17,"Goalkeeper","Pogon Siedlce",720,"30.06.2025","Betclic 1 Liga"
"1135","Mateusz Radecki",31,"Attacking Midfield","Puszcza Niepolomice",262,"30.06.2025","PKO BP Ekstraklasa"
"1136","Mateusz Skrzypczak",24,"Centre-Back","Jagiellonia Bialystok",901,"30.06.2025","PKO BP Ekstraklasa"
"1137","Mateusz Sowinski",23,"Attacking Midfield","Hutnik Krakow",110,"-","Betclic 2 Liga"
"1138","Mateusz Spychala",26,"Right-Back","Odra Opole",0,"30.06.2025","Betclic 1 Liga"
"1139","Mateusz Stepien",22,"Right Midfield","Stal Mielec",17,"30.06.2025","PKO BP Ekstraklasa"
"1140","Mateusz Szczepaniak",17,"Right Midfield","Legia Warszawa",34,"-","PKO BP Ekstraklasa"
"1141","Mateusz Szwoch",31,"Defensive Midfield","Ruch Chorzow",201,"30.06.2025","Betclic 1 Liga"
"1142","Mateusz Wasilewski",17,"Attack","Skra Czestochowa",0,"-","Betclic 2 Liga"
"1143","Mateusz Wdowiak",28,"Left Winger","Zaglebie Lubin",457,"30.06.2026","PKO BP Ekstraklasa"
"1144","Mateusz Winciersz",23,"Left Midfield","Skra Czestochowa",570,"30.06.2025","Betclic 2 Liga"
"1145","Mateusz Wysokinski",22,"Attacking Midfield","LKS Lodz",367,"30.06.2026","Betclic 1 Liga"
"1146","Mateusz Wziech",22,"Midfield","LKS Lodz II",169,"30.06.2025","Betclic 2 Liga"
"1147","Mateusz Ziolkowski",21,"Right-Back","Podbeskidzie Bielsko-Biala",173,"30.06.2025","Betclic 2 Liga"
"1148","Mateusz Zukowski",22,"Right-Back","Slask Wroclaw",693,"30.06.2026","PKO BP Ekstraklasa"
"1149","Mateusz Zyro",25,"Centre-Back","Widzew Lodz",630,"30.06.2025","PKO BP Ekstraklasa"
"1150","Matheus Dias",27,"Defensive Midfield","Pogon Grodzisk Mazowiecki",630,"30.06.2025","Betclic 2 Liga"
"1151","Mathieu Scalet",27,"Defensive Midfield","Motor Lublin",375,"30.06.2025","PKO BP Ekstraklasa"
"1152","Matías Nahuel",27,"Left Winger","Slask Wroclaw",861,"30.06.2027","PKO BP Ekstraklasa"
"1153","Matthew Guillaumier",26,"Defensive Midfield","Stal Mielec",518,"30.06.2025","PKO BP Ekstraklasa"
"1154","Mavroudis Bougaidis",31,"Centre-Back","Chrobry Glogow",697,"30.06.2025","Betclic 1 Liga"
"1155","Maxi Oyedele",19,"Defensive Midfield","Legia Warszawa",0,"30.06.2027","PKO BP Ekstraklasa"
"1156","Mbaye Ndiaye",20,"Right Winger","Motor Lublin",355,"30.06.2026","PKO BP Ekstraklasa"
"1157","Mehdi Lehaire",24,"Attacking Midfield","Miedz Legnica",51,"30.06.2026","Betclic 1 Liga"
"1158","Michael Ameyaw",23,"Left Winger","Piast Gliwice",620,"30.06.2026","PKO BP Ekstraklasa"
"1159","Michael Kostka",20,"Right-Back","Miedz Legnica",629,"30.06.2025","Betclic 1 Liga"
"1160","Michal Antkowiak",24,"Goalkeeper","Chojniczanka Chojnice",90,"30.06.2025","Betclic 2 Liga"
"1161","Michal Bajdur",30,"Attacking Midfield","Polonia Warsaw",492,"30.06.2026","Betclic 1 Liga"
"1162","Michal Bednarski",28,"Centre-Forward","GKS Jastrzebie",331,"30.06.2025","Betclic 2 Liga"
"1163","Michal Bednarski",24,"Defensive Midfield","Podbeskidzie Bielsko-Biala",501,"30.06.2026","Betclic 2 Liga"
"1164","Michal Bedronka",31,"Centre-Back","Polonia Bytom",92,"30.06.2025","Betclic 2 Liga"
"1165","Michal Biskup",27,"Centre-Forward","Chojniczanka Chojnice",472,"-","Betclic 2 Liga"
"1166","Michal Bojdys",31,"Centre-Back","Rekord Bielsko-Biala",338,"30.06.2025","Betclic 2 Liga"
"1167","Michal Borecki",27,"Defensive Midfield","Arka Gdynia",368,"30.06.2026","Betclic 1 Liga"
"1168","Michal Brudnicki",27,"Goalkeeper","Polonia Warsaw",0,"30.06.2025","Betclic 1 Liga"
"1169","Michal Chrapek",32,"Attacking Midfield","Piast Gliwice",540,"30.06.2025","PKO BP Ekstraklasa"
"1170","Michal Cywinski",28,"Attacking Midfield","Kotwica Kolobrzeg",212,"30.06.2025","Betclic 1 Liga"
"1171","Michal Feliks",25,"Centre-Forward","Wieczysta Krakow",239,"30.06.2026","Betclic 2 Liga"
"1172","Michal Fidziukiewicz",33,"Centre-Forward","Wieczysta Krakow",39,"30.06.2025","Betclic 2 Liga"
"1173","Michal Gliwa",36,"Goalkeeper","Resovia Rzeszow",0,"30.06.2025","Betclic 2 Liga"
"1174","Michal Glogowski",19,"Attacking Midfield","Hutnik Krakow",590,"-","Betclic 2 Liga"
"1175","Michal Grudniewski",31,"Centre-Back","Polonia Warsaw",624,"30.06.2026","Betclic 1 Liga"
"1176","Michal Gurgul",18,"Left-Back","Lech Poznan",522,"30.06.2026","PKO BP Ekstraklasa"
"1177","Michal Kaczmar",19,"Attack","Miedz Legnica",0,"-","Betclic 1 Liga"
"1178","Michal Kaput",26,"Defensive Midfield","Radomiak Radom",135,"30.06.2026","PKO BP Ekstraklasa"
"1179","Michal Koj",31,"Left-Back","Wieczysta Krakow",31,"30.06.2026","Betclic 2 Liga"
"1180","Michal Kolba",32,"Goalkeeper","LKS Lodz",0,"30.06.2026","Betclic 1 Liga"
"1181","Michal Kolodziejski",31,"Centre-Back","Polonia Warsaw",298,"30.06.2025","Betclic 1 Liga"
"1182","Michal Kopczynski",32,"Defensive Midfield","Warta Poznan",0,"30.06.2025","Betclic 1 Liga"
"1183","Michal Kozajda",25,"Centre-Back","Kotwica Kolobrzeg",810,"30.06.2025","Betclic 1 Liga"
"1184","Michal Krol",24,"Right Winger","Motor Lublin",257,"30.06.2025","PKO BP Ekstraklasa"
"1185","Michal Kuczalek",30,"Centre-Back","Olimpia Elblag",423,"30.06.2025","Betclic 2 Liga"
"1186","Michal Lasek",19,"Defensive Midfield","Kotwica Kolobrzeg",0,"30.06.2025","Betclic 1 Liga"
"1187","Michal Litwa",20,"Right Winger","Gornik Leczna",0,"30.06.2026","Betclic 1 Liga"
"1188","Michal Marcjanik",29,"Centre-Back","Arka Gdynia",720,"30.06.2025","Betclic 1 Liga"
"1189","Michal Matys",18,"Goalkeeper","Zaglebie Lubin II",540,"30.06.2026","Betclic 2 Liga"
"1191","Michal Matys",18,"Goalkeeper","Zaglebie Lubin",0,"30.06.2026","PKO BP Ekstraklasa"
"1193","Michal Mokrzycki",26,"Defensive Midfield","LKS Lodz",542,"30.06.2025","Betclic 1 Liga"
"1194","Michal Mydlarz",24,"Central Midfield","Stal Stalowa Wola",391,"30.06.2025","Betclic 1 Liga"
"1195","Michal Nalepa",31,"Centre-Back","Zaglebie Lubin",52,"30.06.2025","PKO BP Ekstraklasa"
"1196","Michal Osipiak",18,"Central Midfield","Odra Opole",331,"30.06.2025","Betclic 1 Liga"
"1197","Michal Pawlik",29,"Defensive Midfield","Znicz Pruszkow",0,"30.06.2025","Betclic 1 Liga"
"1198","Michal Pazdan",36,"Centre-Back","Wieczysta Krakow",599,"30.06.2025","Betclic 2 Liga"
"1199","Michal Perchel",17,"Goalkeeper","Puszcza Niepolomice",0,"30.06.2026","PKO BP Ekstraklasa"
"1200","Michal Rakoczy",22,"Attacking Midfield","Cracovia",175,"30.06.2027","PKO BP Ekstraklasa"
"1201","Michal Rzuchowski",30,"Defensive Midfield","Arka Gdynia",597,"30.06.2026","Betclic 1 Liga"
"1202","Michal Sacek",27,"Right-Back","Jagiellonia Bialystok",1012,"30.06.2025","PKO BP Ekstraklasa"
"1203","Michal Siplak",28,"Left-Back","Puszcza Niepolomice",484,"30.06.2026","PKO BP Ekstraklasa"
"1204","Michal Sliwka",19,"Midfield","Rekord Bielsko-Biala",420,"-","Betclic 2 Liga"
"1205","Michal Stefaniak",18,"Goalkeeper","KKS 1925 Kalisz",0,"30.06.2025","Betclic 2 Liga"
"1206","Michal Stempniewicz",18,"Left Winger","Podbeskidzie Bielsko-Biala",0,"-","Betclic 2 Liga"
"1207","Michal Steszuk",18,"Defensive Midfield","Gornik Leczna",0,"30.06.2025","Betclic 1 Liga"
"1208","Michal Studnicki",18,"Attack","Podbeskidzie Bielsko-Biala",0,"-","Betclic 2 Liga"
"1209","Michal Synos",17,"Centre-Back","Stal Rzeszow",676,"30.06.2026","Betclic 1 Liga"
"1210","Michal Szromnik",31,"Goalkeeper","Górnik Zabrze",630,"30.06.2025","PKO BP Ekstraklasa"
"1211","Michal Trabka",27,"Defensive Midfield","Wieczysta Krakow",550,"30.06.2026","Betclic 2 Liga"
"1212","Michal Walczak",19,"Right-Back","GKS Jastrzebie",51,"31.12.2025","Betclic 2 Liga"
"1213","Michal Walski",27,"Defensive Midfield","Puszcza Niepolomice",105,"30.06.2026","PKO BP Ekstraklasa"
"1214","Michal Willmann",20,"Right-Back","Podbeskidzie Bielsko-Biala",674,"30.06.2026","Betclic 2 Liga"
"1215","Michal Zieba",24,"Right Midfield","Hutnik Krakow",359,"-","Betclic 2 Liga"
"1216","Michalis Kosidis",22,"Centre-Forward","Puszcza Niepolomice",414,"30.06.2025","PKO BP Ekstraklasa"
"1217","Mick van Buren",32,"Centre-Forward","Cracovia",574,"30.06.2026","PKO BP Ekstraklasa"
"1218","Mieszko Lorenc",23,"Defensive Midfield","Skra Czestochowa",470,"30.06.2025","Betclic 2 Liga"
"1219","Migouel Alfarela",26,"Centre-Forward","Legia Warszawa",362,"30.06.2027","PKO BP Ekstraklasa"
"1220","Miguel Muñoz",27,"Centre-Back","Piast Gliwice",14,"30.06.2025","PKO BP Ekstraklasa"
"1221","Miha Blazic",31,"Centre-Back","Lech Poznan",0,"30.06.2025","PKO BP Ekstraklasa"
"1222","Mikael Ishak",31,"Centre-Forward","Lech Poznan",488,"30.06.2025","PKO BP Ekstraklasa"
"1223","Mike Huras",18,"Centre-Forward","Ruch Chorzow",0,"30.06.2025","Betclic 1 Liga"
"1224","Miki Villar",27,"Right Winger","Jagiellonia Bialystok",502,"30.06.2026","PKO BP Ekstraklasa"
"1225","Mikkel Maigaard",28,"Attacking Midfield","Cracovia",375,"30.06.2026","PKO BP Ekstraklasa"
"1226","Mikolaj Bieganski",22,"Goalkeeper","Widzew Lodz",0,"30.06.2026","PKO BP Ekstraklasa"
"1227","Mikolaj Chacinski",19,"Centre-Forward","KKS 1925 Kalisz",525,"30.06.2025","Betclic 2 Liga"
"1228","Mikolaj Glacel",19,"Goalkeeper","Pogon Grodzisk Mazowiecki",0,"30.06.2025","Betclic 2 Liga"
"1229","Mikolaj Jasinski",19,"Midfield","Olimpia Elblag",91,"-","Betclic 2 Liga"
"1230","Mikolaj Labojko",23,"Defensive Midfield","Polonia Bytom",494,"30.06.2026","Betclic 2 Liga"
"1231","Mikolaj Lebedynski",33,"Centre-Forward","Chrobry Glogow",617,"30.06.2025","Betclic 1 Liga"
"1232","Mikolaj Lipien",20,"Left Winger","LKS Lodz II",680,"30.06.2025","Betclic 2 Liga"
"1233","Mikolaj Molendowski",17,"Defensive Midfield","Radomiak Radom",0,"30.06.2026","PKO BP Ekstraklasa"
"1234","Mikolaj Molga",18,"Goalkeeper","Bruk-Bet Termalica Nieciecza",0,"30.06.2026","Betclic 1 Liga"
"1235","Mikolaj Smylek",29,"Goalkeeper","Stal Stalowa Wola",180,"30.06.2026","Betclic 1 Liga"
"1236","Mikolaj Staniak",21,"Centre-Back","Zaglebie Sosnowiec",90,"30.06.2025","Betclic 2 Liga"
"1237","Milan Posmyk",22,"Centre-Back","Olimpia Grudziadz",0,"-","Betclic 2 Liga"
"1238","Milan Rundic",32,"Centre-Back","Raków Częstochowa",135,"30.06.2025","PKO BP Ekstraklasa"
"1239","Milan Simcak",29,"Left-Back","Stal Rzeszow",625,"30.06.2025","Betclic 1 Liga"
"1240","Milosz Brzozowski",19,"Left Midfield","Wisla Plock",112,"30.06.2025","Betclic 1 Liga"
"1241","Milosz Drag",23,"Defensive Midfield","Pogon Siedlce",425,"30.06.2025","Betclic 1 Liga"
"1242","Milosz Garstkiewicz",21,"Goalkeeper","Skra Czestochowa",360,"-","Betclic 2 Liga"
"1243","Milosz Kaczmarek",17,"Midfield","Arka Gdynia",0,"30.06.2026","Betclic 1 Liga"
"1244","Milosz Kalahur",25,"Left-Back","Lechia Gdansk",231,"30.06.2026","PKO BP Ekstraklasa"
"1245","Milosz Kozak",27,"Attacking Midfield","Ruch Chorzow",329,"30.06.2025","Betclic 1 Liga"
"1246","Milosz Kurowski",20,"Attacking Midfield","Kotwica Kolobrzeg",46,"-","Betclic 1 Liga"
"1247","Milosz Mleczko",25,"Goalkeeper","Bruk-Bet Termalica Nieciecza",0,"30.06.2026","Betclic 1 Liga"
"1248","Milosz Pawlusinski",20,"Defensive Midfield","Zaglebie Sosnowiec",360,"30.06.2026","Betclic 2 Liga"
"1249","Milosz Piekutowski",18,"Goalkeeper","Jagiellonia Bialystok",0,"30.06.2026","PKO BP Ekstraklasa"
"1250","Milosz Skowronek",19,"Centre-Back","Chrobry Glogow",7,"-","Betclic 1 Liga"
"1251","Milosz Strzebonski",20,"Attacking Midfield","Korona Kielce",55,"30.06.2025","PKO BP Ekstraklasa"
"1252","Milosz Szczepanski",26,"Attacking Midfield","Piast Gliwice",88,"30.06.2025","PKO BP Ekstraklasa"
"1253","Milosz Trojak",30,"Centre-Back","Korona Kielce",630,"30.06.2025","PKO BP Ekstraklasa"
"1254","Milosz Zurawski",18,"Defensive Midfield","Pogon Grodzisk Mazowiecki",0,"-","Betclic 2 Liga"
"1255","Mohamed Mezghrani",30,"Right Midfield","Ruch Chorzow",61,"30.06.2025","Betclic 1 Liga"
"1256","Morgan Faßbender",25,"Centre-Forward","Bruk-Bet Termalica Nieciecza",354,"30.06.2025","Betclic 1 Liga"
"1257","Natan Dziegielewski",19,"Right Winger","GKS Tychy",26,"30.06.2025","Betclic 1 Liga"
"1258","Natan Malczuk",21,"Centre-Back","Chrobry Glogow",90,"30.06.2026","Betclic 1 Liga"
"1259","Nemanja Mijuskovic",32,"Centre-Back","Miedz Legnica",323,"30.06.2025","Betclic 1 Liga"
"1260","Nemanja Nedic",29,"Centre-Back","GKS Tychy",450,"30.06.2026","Betclic 1 Liga"
"1261","Nené",29,"Defensive Midfield","Jagiellonia Bialystok",571,"30.06.2025","PKO BP Ekstraklasa"
"1262","Néstor Gordillo",35,"Attacking Midfield","KKS 1925 Kalisz",0,"30.06.2025","Betclic 2 Liga"
"1263","Nikita Kholodov",17,"Central Midfield","Rekord Bielsko-Biala",0,"30.06.2026","Betclic 2 Liga"
"1264","Nikita Vasin",18,"Attacking Midfield","Polonia Warsaw",13,"30.06.2026","Betclic 1 Liga"
"1265","Nikodem Gancarczyk",18,"Defender","Podbeskidzie Bielsko-Biala",0,"30.06.2026","Betclic 2 Liga"
"1266","Nikodem Januszewski",17,"Goalkeeper","Olimpia Elblag",0,"-","Betclic 2 Liga"
"1267","Nikodem Kitowski",19,"Right-Back","Wieczysta Krakow",0,"30.06.2025","Betclic 2 Liga"
"1268","Nikodem Lesniak-Paduch",18,"Defender","Skra Czestochowa",200,"30.06.2025","Betclic 2 Liga"
"1269","Nikodem Niski",22,"Right-Back","Pogon Grodzisk Mazowiecki",583,"30.06.2025","Betclic 2 Liga"
"1270","Nikodem Sujecki",21,"Goalkeeper","Resovia Rzeszow",0,"30.06.2024","Betclic 2 Liga"
"1271","Nikodem Zawistowski",24,"Right Midfield","Polonia Warsaw",544,"30.06.2025","Betclic 1 Liga"
"1272","Nikodem Zielonka",20,"Attacking Midfield","Górnik Zabrze",107,"30.06.2025","PKO BP Ekstraklasa"
"1273","Noah Diliberto",22,"Defensive Midfield","Widzew Lodz",0,"30.06.2026","PKO BP Ekstraklasa"
"1274","Noah Mrosek",20,"Right Midfield","Bruk-Bet Termalica Nieciecza",156,"30.06.2026","Betclic 1 Liga"
"1275","Nono",33,"Left Winger","Korona Kielce",0,"30.06.2025","PKO BP Ekstraklasa"
"1276","Nono",31,"Attacking Midfield","Ruch Chorzow",250,"30.06.2026","Betclic 1 Liga"
"1277","Norbert Barczak",19,"Right-Back","Górnik Zabrze",0,"30.06.2025","PKO BP Ekstraklasa"
"1278","Norbert Radkiewicz",30,"Centre-Back","Polonia Bytom",2,"-","Betclic 2 Liga"
"1279","Norbert Wojtuszek",22,"Defensive Midfield","Górnik Zabrze",232,"30.06.2025","PKO BP Ekstraklasa"
"1280","Odyseusz Sygieniewicz",20,"Midfield","Zaglebie Lubin II",0,"-","Betclic 2 Liga"
"1281","Olaf Korczakowski",20,"Left Winger","Pogon Szczecin",27,"30.06.2025","PKO BP Ekstraklasa"
"1282","Olaf Nowak",26,"Left Winger","Kotwica Kolobrzeg",0,"30.06.2025","Betclic 1 Liga"
"1283","Olaf Sobik",19,"Central Midfield","Rekord Bielsko-Biala",0,"-","Betclic 2 Liga"
"1284","Oleksandr Azatskyi",30,"Centre-Back","Arka Gdynia",0,"30.06.2025","Betclic 1 Liga"
"1285","Oleksandr Gavrylenko",18,"Centre-Back","Slask Wroclaw",0,"30.06.2026","PKO BP Ekstraklasa"
"1286","Oleksandr Yatsenko",24,"Left Winger","Olimpia Elblag",108,"30.06.2025","Betclic 2 Liga"
"1287","Oleksiy Bykov",26,"Centre-Back","Zaglebie Sosnowiec",0,"30.06.2025","Betclic 2 Liga"
"1288","Oleksiy Zinkevych",27,"Attacking Midfield","Pogon Siedlce",327,"30.06.2026","Betclic 1 Liga"
"1289","Olivier Sukiennicki",21,"Attacking Midfield","Wisla Kraków",962,"30.06.2026","Betclic 1 Liga"
"1290","Olivier Wypart",23,"Left-Back","Polonia Bytom",368,"30.06.2026","Betclic 2 Liga"
